TRUE_PROBABILITY,EVAL_QUBITS,TRIAL,QAE_ERROR,MC_ERROR,ORACLE_CALLS
0.005,15,6,1.5888031123061086e-06,6.8666646320996935e-06,3276700
0.005,15,7,2.095302666597215e-06,9.613330484939224e-06,3276700
0.005,15,8,2.48248465457325e-06,2.0905178991057968e-05,3276700
0.005,15,9,1.4180276421858415e-06,7.2481460005493e-05,3276700
0.005,17,0,3.444475164728761e-08,3.612545872084573e-05,13107100
0.005,17,1,4.54437337554358e-06,3.475215722776193e-05,13107100
0.005,17,2,7.156543081101273e-06,4.081757215555412e-06,13107100
0.005,17,3,1.2758814413836583e-06,9.727552242677108e-06,13107100
0.005,17,4,1.9977327170087045e-06,2.0790258714742035e-05,13107100
0.005,17,5,1.154454608165087e-06,9.651257715284287e-06,13107100
0.005,17,6,1.7758471848074164e-07,3.547695523800458e-06,13107100
0.005,17,7,3.121872032267603e-06,4.768407962096877e-06,13107100
0.005,17,8,2.1068605072366298e-09,1.0490497516613129e-05,13107100
0.005,17,9,7.997956255239094e-07,4.8447024894905655e-06,13107100
0.005,19,0,2.7793888550398105e-07,1.812938333393705e-05,52428700
0.005,19,1,5.993733556723321e-07,1.746181003915801e-05,52428700
0.005,19,2,2.677804253559124e-06,2.050403691108288e-06,52428700
0.005,19,3,1.870794725383762e-07,4.892358574597362e-06,52428700
0.005,19,4,2.2119545553273695e-07,1.0347386069080311e-05,52428700
0.005,19,5,1.0824761697246499e-07,4.85421152918164e-06,52428700
0.005,19,6,4.830954459002224e-07,1.764300850488204e-06,52428700
0.005,19,7,5.7709202682179606e-08,2.412800622559816e-06,52428700
0.005,19,8,1.0305566556113172e-07,5.2929025514654796e-06,52428700
0.005,19,9,4.2502403678132405e-08,2.4318741452672432e-06,52428700
0.001,3,0,0.0019289321881345248,0.00042857142857142855,700
0.001,3,1,0.01339339828220179,0.00042857142857142855,700
0.001,3,2,0.0004644660940672633,0.001,700
0.001,3,3,0.004000000000000001,0.00042857142857142855,700
0.001,3,4,0.0019289321881345257,0.0018571428571428571,700
0.001,3,5,0.006322330470336314,0.00042857142857142855,700
0.001,3,6,0.001,0.001,700
0.001,3,7,0.005464466094067265,0.001,700
0.001,3,8,0.004000000000000001,0.00042857142857142855,700
0.001,3,9,0.009000000000000001,0.0018571428571428571,700
0.001,5,0,0.03365250925099836,0.00029032258064516127,3100
0.001,5,1,0.015658246442916447,0.00029032258064516127,3100
0.001,5,2,0.026557850936241273,0.0006774193548387097,3100
0.001,5,3,0.01564947687081496,3.2258064516129054e-05,3100
0.001,5,4,0.00813992548483039,0.0006129032258064516,3100
0.001,5,5,0.0215248451539794,0.00029032258064516127,3100
0.001,5,6,0.02445905825670657,0.0003548387096774194,3100
0.001,5,7,0.009519422381245108,0.0003548387096774194,3100
0.001,5,8,0.03000595773825754,0.00029032258064516127,3100
0.001,5,9,0.03863199837187337,0.0009354838709677419,3100
0.001,7,0,0.0014728083229871751,0.00018110236220472437,12700
0.001,7,1,0.0006951640109915651,0.00010236220472440946,12700
0.001,7,2,0.0015581678218894415,0.00029133858267716534,12700
0.001,7,3,0.0015116521118686771,2.362204724409454e-05,12700
0.001,7,4,0.0003389720072323344,0.0003385826771653542,12700
0.001,7,5,0.0010732478686008356,0.00018110236220472437,12700
0.001,7,6,0.00016752283563770923,5.5118110236220485e-05,12700
0.001,7,7,0.0018739871520988948,0.0001338582677165354,12700
0.001,7,8,0.0015687369332578766,0.00018110236220472437,12700
0.001,7,9,0.0009950685610432622,0.0004960629921259843,12700
0.001,9,0,0.0008410879790811854,0.00013502935420743644,51100
0.001,9,1,8.035632780529524e-05,1.9569471624266213e-06,51100
0.001,9,2,5.605693627925472e-05,1.9569471624266213e-06,51100
0.001,9,3,7.486985593769906e-05,8.023483365949126e-05,51100
0.001,9,4,4.1751761063238174e-05,1.9569471624266213e-06,51100
0.001,9,5,2.5900469956346983e-05,0.0002172211350293542,51100
0.001,9,6,3.5746041839095034e-05,5.67514677103718e-05,51100
0.001,9,7,3.8001985189122954e-05,3.718199608610559e-05,51100
0.001,9,8,3.874810866318155e-05,2.1526418786692834e-05,51100
0.001,9,9,3.76141031658559e-05,0.0003307240704500979,51100
0.001,11,0,0.00010653360981028996,0.00011089399120664393,204700
0.001,11,1,0.000249915224738152,0.00011089399120664393,204700
0.001,11,2,7.856401457937952e-06,1.3190034196385036e-05,204700
0.001,11,3,4.762133964467553e-05,4.543234000977032e-05,204700
0.001,11,4,2.728714192021535e-05,0.00011871030776746446,204700
0.001,11,5,9.84349488471804e-05,7.962872496336103e-05,204700
0.001,11,6,7.413568087466559e-06,1.4655593551539652e-06,204700
0.001,11,7,6.359314119681273e-06,3.41963849535918e-06,204700
0.001,11,8,1.974013621295202e-05,1.8075232046897965e-05,204700
0.001,11,9,0.0002618574558044928,2.100635075720568e-05,204700
0.001,13,0,7.432154882408256e-06,3.6747649859602063e-05,819100
0.001,13,1,0.0003623897255906705,6.214137467952627e-05,819100
0.001,13,2,9.152655999237688e-07,6.2263459895007395e-06,819100
0.001,13,3,7.332952511421818e-06,1.9411549261384416e-05,819100
0.001,13,4,1.3788165450663624e-05,4.627029666707367e-05,819100
0.001,13,5,4.494202853818664e-06,3.894518373824931e-05,819100
0.001,13,6,3.838335939406476e-05,3.784641679892547e-06,819100
0.001,13,7,1.5235241088647038e-05,6.2263459895007395e-06,819100
0.001,13,8,1.01311265409223e-05,1.477231107312898e-05,819100
0.001,13,9,9.105519654828854e-07,6.946648760835063e-05,819100
0.001,15,0,3.687820025509783e-07,3.134250923184914e-05,3276700
0.001,15,1,1.319684998174562e-07,3.030487990966519e-05,3276700
0.001,15,2,8.336331071355074e-07,3.570665608691693e-06,3276700
0.001,15,3,5.320660679322946e-07,8.636738181707184e-06,3276700
0.001,15,4,4.124666784981277e-07,1.9928586687826145e-05,3276700
0.001,15,5,1.6647418646770738e-06,8.636738181707184e-06,3276700
0.001,15,6,9.576356943983774e-07,2.9602954191717493e-06,3276700
0.001,15,7,4.1118238178379507e-07,4.181035798211637e-06,3276700
0.001,15,8,7.121990242620665e-07,9.063997314371188e-06,3276700
0.001,15,9,5.92917600635446e-07,3.2746360667744966e-05,3276700
0.001,17,0,1.6768664749332958e-05,1.6029480205384875e-05,13107100
0.001,17,1,1.0213375241760643e-06,1.5480159608151356e-05,13107100
0.001,17,2,2.6389157454320775e-06,1.7624035827910889e-06,13107100
0.001,17,3,9.204522757769e-08,4.417453136086429e-06,13107100
0.001,17,4,8.365685557169822e-07,9.529186471454471e-06,13107100
0.001,17,5,4.098178204858544e-07,4.341158608692957e-06,13107100
0.001,17,6,1.6748582559538393e-07,1.5335200006104562e-06,13107100
0.001,17,7,2.128601050387091e-07,2.0675816923651936e-06,13107100
0.001,17,8,1.4850660872431712e-07,4.5853010963523705e-06,13107100
0.001,17,9,5.113984541873107e-07,2.2049118416735732e-06,13107100
0.001,19,0,1.4399646800782213e-06,8.081451571372153e-06,52428700
0.001,19,1,2.4952826272275387e-07,7.768645798961193e-06,52428700
0.001,19,2,4.176051696873177e-08,9.288805558787302e-07,52428700
0.001,19,3,1.5780010164767426e-07,2.18010364552235e-06,52428700
0.001,19,4,1.4012040731739908e-07,4.659661597560113e-06,52428700
0.001,19,5,2.529794295600893e-07,2.161030122814489e-06,52428700
0.001,19,6,2.1657715707033148e-07,7.953658969228356e-07,52428700
0.001,19,7,2.1537098348267322e-07,1.0814687375427026e-06,52428700
0.001,19,8,3.788005993707495e-08,2.3593947589774147e-06,52428700
0.001,19,9,1.0992027130174442e-07,1.0738393284594715e-06,52428700
